train_loss_step,train_main_loss_step,train_recon_loss_step,step,epoch,val_recon_loss_step,val_loss_step,val_main_loss_step,val_loss_epoch,val_main_loss_epoch,val_recon_loss_epoch,train_recon_loss_epoch,train_loss_epoch,train_main_loss_epoch
,,,712,,0.40542230010032654,252238128.0,504476256.0,,,,,,
,,,713,,0.40449851751327515,192807648.0,385615296.0,,,,,,
,,,714,,0.4042157828807831,186140800.0,372281600.0,,,,,,
,,,715,,0.41080114245414734,257673312.0,515346624.0,,,,,,
,,,716,,0.4073618948459625,197172736.0,394345472.0,,,,,,
,,,717,,0.400773286819458,188126016.0,376252032.0,,,,,,
,,,718,,0.4069657027721405,220683680.0,441367360.0,,,,,,
,,,719,,0.3987921476364136,209188592.0,418377184.0,,,,,,
,,,2879,35,,,,215796144.0,431592288.0,0.4034726917743683,,,
,,,2879,35,,,,,,,1.0601969957351685,228565776.0,457131552.0
219530560.0,439061120.0,1.0222206115722656,2899,36,,,,,,,,,
232134736.0,464269472.0,1.007248878479004,2949,36,,,,,,,,,
,,,720,,0.3761201500892639,201997520.0,403995040.0,,,,,,
,,,721,,0.35815462470054626,186206592.0,372413184.0,,,,,,
,,,722,,0.37331515550613403,190952176.0,381904352.0,,,,,,
,,,723,,0.38560745120048523,161303024.0,322606048.0,,,,,,
,,,724,,0.3815681040287018,211149744.0,422299488.0,,,,,,
,,,725,,0.3687121570110321,224984880.0,449969760.0,,,,,,
,,,726,,0.36893585324287415,213475760.0,426951520.0,,,,,,
,,,727,,0.37774208188056946,186152512.0,372305024.0,,,,,,
,,,728,,0.3617187738418579,193214080.0,386428160.0,,,,,,
,,,729,,0.38103049993515015,236667808.0,473335616.0,,,,,,
,,,730,,0.3763599991798401,256098176.0,512196352.0,,,,,,
,,,731,,0.36485588550567627,199208912.0,398417824.0,,,,,,
,,,732,,0.3747550845146179,238252672.0,476505344.0,,,,,,
,,,733,,0.3721383213996887,182345648.0,364691296.0,,,,,,
,,,734,,0.3761765956878662,174567728.0,349135456.0,,,,,,
,,,735,,0.37394702434539795,242912128.0,485824256.0,,,,,,
,,,736,,0.37398776412010193,185570656.0,371141312.0,,,,,,
,,,737,,0.37105023860931396,176317648.0,352635296.0,,,,,,
,,,738,,0.3772165775299072,207595312.0,415190624.0,,,,,,
,,,739,,0.3670370876789093,197361616.0,394723232.0,,,,,,
,,,2959,36,,,,203316752.0,406633504.0,0.37302151322364807,,,
,,,2959,36,,,,,,,1.041530728340149,216039008.0,432078016.0
250711328.0,501422656.0,1.0608183145523071,2999,37,,,,,,,,,
,,,740,,0.4542258083820343,189206368.0,378412736.0,,,,,,
,,,741,,0.4470905065536499,175320800.0,350641600.0,,,,,,
,,,742,,0.44451552629470825,179857424.0,359714848.0,,,,,,
,,,743,,0.443856418132782,150445584.0,300891168.0,,,,,,
,,,744,,0.43096914887428284,198482992.0,396965984.0,,,,,,
,,,745,,0.44449031352996826,210267200.0,420534400.0,,,,,,
,,,746,,0.43903622031211853,200161440.0,400322880.0,,,,,,
,,,747,,0.4491903483867645,174330784.0,348661568.0,,,,,,
,,,748,,0.43998268246650696,181717872.0,363435744.0,,,,,,
,,,749,,0.44152653217315674,222499920.0,444999840.0,,,,,,
,,,750,,0.4480256736278534,240678704.0,481357408.0,,,,,,
,,,751,,0.43828916549682617,187052992.0,374105984.0,,,,,,
,,,752,,0.4432344436645508,224086880.0,448173760.0,,,,,,
,,,753,,0.4437503218650818,171953248.0,343906496.0,,,,,,
,,,754,,0.44638797640800476,162985744.0,325971488.0,,,,,,
,,,755,,0.44663307070732117,227900944.0,455801888.0,,,,,,
,,,756,,0.44861194491386414,173957120.0,347914240.0,,,,,,
,,,757,,0.4568960964679718,164499872.0,328999744.0,,,,,,
,,,758,,0.44509950280189514,194396864.0,388793728.0,,,,,,
,,,759,,0.44431087374687195,185506192.0,371012384.0,,,,,,
,,,3039,37,,,,190765456.0,381530912.0,0.44480618834495544,,,
,,,3039,37,,,,,,,1.050140142440796,203334320.0,406668640.0
204578832.0,409157664.0,1.0812649726867676,3049,38,,,,,,,,,
150969408.0,301938816.0,1.0819458961486816,3099,38,,,,,,,,,
,,,760,,1.0377081632614136,176659584.0,353319168.0,,,,,,
,,,761,,1.055921196937561,164785088.0,329570176.0,,,,,,
,,,762,,0.9759048819541931,169090496.0,338180992.0,,,,,,
,,,763,,1.0528452396392822,139943776.0,279887552.0,,,,,,
,,,764,,0.990921676158905,186086128.0,372172256.0,,,,,,
,,,765,,1.0085290670394897,195653632.0,391307264.0,,,,,,
,,,766,,1.0093519687652588,187045376.0,374090752.0,,,,,,
,,,767,,1.031839370727539,162773184.0,325546368.0,,,,,,
,,,768,,0.9933456182479858,170508928.0,341017856.0,,,,,,
,,,769,,1.081815481185913,208509872.0,417019744.0,,,,,,
,,,770,,1.0472501516342163,225383008.0,450766016.0,,,,,,
,,,771,,0.9976698756217957,175162896.0,350325792.0,,,,,,
,,,772,,1.056096076965332,210072720.0,420145440.0,,,,,,
,,,773,,1.0134599208831787,161936224.0,323872448.0,,,,,,
,,,774,,1.000558614730835,151710992.0,303421984.0,,,,,,
,,,775,,1.0210142135620117,213022000.0,426044000.0,,,,,,
,,,776,,1.0536941289901733,162632864.0,325265728.0,,,,,,
,,,777,,1.051998257637024,152959280.0,305918560.0,,,,,,
,,,778,,0.9824990630149841,181402528.0,362805056.0,,,,,,
,,,779,,1.0327367782592773,173952640.0,347905280.0,,,,,,
,,,3119,38,,,,178464576.0,356929152.0,1.024757981300354,,,
,,,3119,38,,,,,,,1.1345256567001343,190756496.0,381512992.0
171225440.0,342450880.0,1.843412160873413,3149,39,,,,,,,,,
140352256.0,280704512.0,2.068471670150757,3199,39,,,,,,,,,
,,,780,,1.4996263980865479,164318224.0,328636448.0,,,,,,
,,,781,,1.5363909006118774,154607344.0,309214688.0,,,,,,
,,,782,,1.5061076879501343,158688464.0,317376928.0,,,,,,
,,,783,,1.5442304611206055,129799936.0,259599872.0,,,,,,
,,,784,,1.4852036237716675,173907600.0,347815200.0,,,,,,
,,,785,,1.501339316368103,181191984.0,362383968.0,,,,,,
,,,786,,1.5052844285964966,174151840.0,348303680.0,,,,,,
,,,787,,1.5032044649124146,151560144.0,303120288.0,,,,,,
,,,788,,1.5038517713546753,159651440.0,319302880.0,,,,,,
,,,789,,1.519917607307434,194662192.0,389324384.0,,,,,,
,,,790,,1.5332536697387695,210127344.0,420254688.0,,,,,,
,,,791,,1.4655520915985107,163587536.0,327175072.0,,,,,,
,,,792,,1.4772402048110962,196241264.0,392482528.0,,,,,,
,,,793,,1.5072405338287354,152305040.0,304610080.0,,,,,,
,,,794,,1.5327502489089966,140784544.0,281569088.0,,,,,,
,,,795,,1.4681025743484497,198258896.0,396517792.0,,,,,,
,,,796,,1.5510733127593994,151671504.0,303343008.0,,,,,,
,,,797,,1.5400046110153198,141711232.0,283422464.0,,,,,,
,,,798,,1.5073249340057373,168641696.0,337283392.0,,,,,,
,,,799,,1.4782458543777466,162661616.0,325323232.0,,,,,,
,,,3199,39,,,,166426512.0,332853024.0,1.508297085762024,,,
,,,3199,39,,,,,,,2.0622286796569824,178280192.0,356560384.0
