train_loss_step,epoch,step,train_recon_loss_step,train_main_loss_step,val_recon_loss_step,val_main_loss_step,val_loss_step,val_recon_loss_epoch,val_main_loss_epoch,val_loss_epoch,train_loss_epoch,train_main_loss_epoch,train_recon_loss_epoch
,,700,,,0.2517683207988739,367039776.0,183519888.0,,,,,,
,,701,,,0.24957667291164398,412236352.0,206118176.0,,,,,,
,,702,,,0.25052666664123535,410990720.0,205495360.0,,,,,,
,,703,,,0.2524127662181854,346931200.0,173465600.0,,,,,,
,,704,,,0.2519083023071289,308460832.0,154230416.0,,,,,,
,,705,,,0.25233376026153564,366354912.0,183177456.0,,,,,,
,,706,,,0.2502014636993408,445564896.0,222782448.0,,,,,,
,,707,,,0.2504751682281494,377366912.0,188683456.0,,,,,,
,,708,,,0.2504163682460785,359976384.0,179988192.0,,,,,,
,,709,,,0.25234314799308777,353447392.0,176723696.0,,,,,,
,,710,,,0.24957935512065887,314312096.0,157156048.0,,,,,,
,,711,,,0.2521200180053711,395825632.0,197912816.0,,,,,,
,,712,,,0.24805769324302673,320835200.0,160417600.0,,,,,,
,,713,,,0.2530542016029358,281363456.0,140681728.0,,,,,,
,,714,,,0.251113623380661,460444384.0,230222192.0,,,,,,
,,715,,,0.2509291470050812,359985344.0,179992672.0,,,,,,
,,716,,,0.25073543190956116,417076832.0,208538416.0,,,,,,
,,717,,,0.2512570023536682,371253056.0,185626528.0,,,,,,
,,718,,,0.24861754477024078,444895200.0,222447600.0,,,,,,
,,719,,,0.251893550157547,338286400.0,169143200.0,,,,,,
,35,2879,,,,,,0.25096601247787476,372632320.0,186316160.0,,,
,35,2879,,,,,,,,,200445904.0,400891808.0,1.6211446523666382
158691712.0,36,2899,1.6316009759902954,317383424.0,,,,,,,,,
174100272.0,36,2949,1.6021881103515625,348200544.0,,,,,,,,,
,,720,,,0.2179303914308548,341368128.0,170684064.0,,,,,,
,,721,,,0.2160392552614212,382835232.0,191417616.0,,,,,,
,,722,,,0.21706095337867737,383565184.0,191782592.0,,,,,,
,,723,,,0.21823295950889587,324150976.0,162075488.0,,,,,,
,,724,,,0.21735066175460815,287332448.0,143666224.0,,,,,,
,,725,,,0.21890869736671448,342028192.0,171014096.0,,,,,,
,,726,,,0.21584674715995789,415543456.0,207771728.0,,,,,,
,,727,,,0.21663130819797516,350389856.0,175194928.0,,,,,,
,,728,,,0.21650701761245728,334937536.0,167468768.0,,,,,,
,,729,,,0.21925674378871918,330910368.0,165455184.0,,,,,,
,,730,,,0.21552534401416779,292255456.0,146127728.0,,,,,,
,,731,,,0.21715396642684937,368947168.0,184473584.0,,,,,,
,,732,,,0.2132955938577652,299871936.0,149935968.0,,,,,,
,,733,,,0.21898402273654938,262671648.0,131335824.0,,,,,,
,,734,,,0.21726003289222717,428055840.0,214027920.0,,,,,,
,,735,,,0.215685173869133,335205984.0,167602992.0,,,,,,
,,736,,,0.21612799167633057,391274592.0,195637296.0,,,,,,
,,737,,,0.2163650542497635,346232800.0,173116400.0,,,,,,
,,738,,,0.21470822393894196,414075200.0,207037600.0,,,,,,
,,739,,,0.21663396060466766,315915648.0,157957824.0,,,,,,
,36,2959,,,,,,0.21677520871162415,347378368.0,173689184.0,,,
,36,2959,,,,,,,,,187781488.0,375562976.0,1.6077204942703247
191219920.0,37,2999,1.5419893264770508,382439840.0,,,,,,,,,
,,740,,,0.21514472365379333,316904032.0,158452016.0,,,,,,
,,741,,,0.21297316253185272,354497632.0,177248816.0,,,,,,
,,742,,,0.214231476187706,357276064.0,178638032.0,,,,,,
,,743,,,0.21489040553569794,302691808.0,151345904.0,,,,,,
,,744,,,0.2138395607471466,267586976.0,133793488.0,,,,,,
,,745,,,0.21513323485851288,318959744.0,159479872.0,,,,,,
,,746,,,0.21282993257045746,386560480.0,193280240.0,,,,,,
,,747,,,0.21300292015075684,324568992.0,162284496.0,,,,,,
,,748,,,0.21305914223194122,311132064.0,155566032.0,,,,,,
,,749,,,0.2172941416501999,309705184.0,154852592.0,,,,,,
,,750,,,0.21242786943912506,271547424.0,135773712.0,,,,,,
,,751,,,0.21349281072616577,343226304.0,171613152.0,,,,,,
,,752,,,0.21014614403247833,280300736.0,140150368.0,,,,,,
,,753,,,0.21651281416416168,245461808.0,122730904.0,,,,,,
,,754,,,0.21432864665985107,396608672.0,198304336.0,,,,,,
,,755,,,0.2123386412858963,311668032.0,155834016.0,,,,,,
,,756,,,0.21297384798526764,366673312.0,183336656.0,,,,,,
,,757,,,0.21256107091903687,322442624.0,161221312.0,,,,,,
,,758,,,0.2109055370092392,384260480.0,192130240.0,,,,,,
,,759,,,0.21392503380775452,294878080.0,147439040.0,,,,,,
,37,3039,,,,,,0.21360056102275848,323347520.0,161673760.0,,,
,37,3039,,,,,,,,,175512720.0,351025440.0,1.584236979484558
155443920.0,38,3049,1.6360983848571777,310887840.0,,,,,,,,,
163657872.0,38,3099,1.6311591863632202,327315744.0,,,,,,,,,
,,760,,,0.2224813550710678,294161088.0,147080544.0,,,,,,
,,761,,,0.22100046277046204,327782272.0,163891136.0,,,,,,
,,762,,,0.22145964205265045,332662240.0,166331120.0,,,,,,
,,763,,,0.22256843745708466,283029504.0,141514752.0,,,,,,
,,764,,,0.22300922870635986,249680656.0,124840328.0,,,,,,
,,765,,,0.22344970703125,297648384.0,148824192.0,,,,,,
,,766,,,0.22084704041481018,359184128.0,179592064.0,,,,,,
,,767,,,0.2204100489616394,300433824.0,150216912.0,,,,,,
,,768,,,0.22115108370780945,289064416.0,144532208.0,,,,,,
,,769,,,0.2253149449825287,290302080.0,145151040.0,,,,,,
,,770,,,0.2201666682958603,252655296.0,126327648.0,,,,,,
,,771,,,0.22218315303325653,319195456.0,159597728.0,,,,,,
,,772,,,0.21798519790172577,262573808.0,131286904.0,,,,,,
,,773,,,0.22406736016273499,230156240.0,115078120.0,,,,,,
,,774,,,0.2229594588279724,366707456.0,183353728.0,,,,,,
,,775,,,0.2208825945854187,289873504.0,144936752.0,,,,,,
,,776,,,0.22111763060092926,343788576.0,171894288.0,,,,,,
,,777,,,0.21990984678268433,300389312.0,150194656.0,,,,,,
,,778,,,0.21957126259803772,356031776.0,178015888.0,,,,,,
,,779,,,0.2227185219526291,275647872.0,137823936.0,,,,,,
,38,3119,,,,,,0.22166268527507782,301048352.0,150524176.0,,,
,38,3119,,,,,,,,,163887744.0,327775488.0,1.5548139810562134
167919488.0,39,3149,1.5001657009124756,335838976.0,,,,,,,,,
150858816.0,39,3199,1.5198454856872559,301717632.0,,,,,,,,,
,,780,,,0.26578933000564575,273478560.0,136739280.0,,,,,,
,,781,,,0.26383379101753235,303062432.0,151531216.0,,,,,,
,,782,,,0.26524487137794495,310076832.0,155038416.0,,,,,,
,,783,,,0.2668805718421936,265477648.0,132738824.0,,,,,,
,,784,,,0.2652432322502136,233911168.0,116955584.0,,,,,,
,,785,,,0.26627349853515625,278420960.0,139210480.0,,,,,,
,,786,,,0.26373323798179626,333790688.0,166895344.0,,,,,,
,,787,,,0.26269233226776123,278335872.0,139167936.0,,,,,,
,,788,,,0.264316201210022,269065536.0,134532768.0,,,,,,
,,789,,,0.26698988676071167,273012544.0,136506272.0,,,,,,
,,790,,,0.2614690065383911,235884544.0,117942272.0,,,,,,
,,791,,,0.26533177495002747,297203744.0,148601872.0,,,,,,
,,792,,,0.26010775566101074,246987072.0,123493536.0,,,,,,
,,793,,,0.26776841282844543,217031104.0,108515552.0,,,,,,
,,794,,,0.26626479625701904,338749024.0,169374512.0,,,,,,
,,795,,,0.26289039850234985,270155648.0,135077824.0,,,,,,
,,796,,,0.2647187411785126,322962880.0,161481440.0,,,,,,
,,797,,,0.26160022616386414,280407520.0,140203760.0,,,,,,
,,798,,,0.26177453994750977,329775200.0,164887600.0,,,,,,
,,799,,,0.2660576105117798,258535904.0,129267952.0,,,,,,
,39,3199,,,,,,0.26444903016090393,280816256.0,140408128.0,,,
,39,3199,,,,,,,,,153058768.0,306117536.0,1.5515857934951782
